gene_symbol	Gene.ID
USP21	ENSG00000143258
USP22	ENSG00000124422
USP27X	ENSG00000242013
USP31	ENSG00000103404
USP32	ENSG00000170832
USP33	ENSG00000077254
USP38	ENSG00000170185
USP39	ENSG00000168883
USP42	ENSG00000106346
USP46	ENSG00000109189
USP47	ENSG00000170242
USP48	ENSG00000090686
USP49	ENSG00000164663
USP5	ENSG00000111667
USP51	ENSG00000247746
USP54	ENSG00000166348
USP7	ENSG00000187555
USP8	ENSG00000138592
USP9X	ENSG00000124486
UXS1	ENSG00000115652
VAC14	ENSG00000103043
VAMP2	ENSG00000220205
VAPA	ENSG00000101558
VASH1	ENSG00000071246
VAV1	ENSG00000141968
VAX1	ENSG00000148704
VBP1	ENSG00000155959
VCL	ENSG00000035403
VCP	ENSG00000165280
VCPIP1	ENSG00000175073
VDAC1	ENSG00000213585
VDAC2	ENSG00000165637
VEZF1	ENSG00000136451
VGF	ENSG00000128564
VKORC1L1	ENSG00000196715
VMA21	ENSG00000160131
VMP1	ENSG00000062716
VPS13A	ENSG00000197969
VPS13D	ENSG00000048707
VPS25	ENSG00000131475
VPS26B	ENSG00000151502
VPS28	ENSG00000160948
VPS29	ENSG00000111237
VPS35	ENSG00000069329
VPS39	ENSG00000166887
VPS4A	ENSG00000132612
VPS4B	ENSG00000119541
VPS51	ENSG00000149823
VPS52	ENSG00000223501
VPS54	ENSG00000143952
VSNL1	ENSG00000163032
VWA1	ENSG00000179403
VWA5B2	ENSG00000145198
VWC2	ENSG00000188730
VWC2L	ENSG00000174453
VWF	ENSG00000110799
WAPAL	ENSG00000062650
WAS	ENSG00000015285
WASF1	ENSG00000112290
WASL	ENSG00000106299
WBP11	ENSG00000084463
WBSCR16	ENSG00000174374
WBSCR17	ENSG00000185274
WDFY3	ENSG00000163625
WDR13	ENSG00000101940
WDR24	ENSG00000127580
WDR25	ENSG00000176473
WDR26	ENSG00000162923
WDR33	ENSG00000136709
WDR37	ENSG00000047056
WDR44	ENSG00000131725
WDR45	ENSG00000196998
WDR47	ENSG00000085433
WDR48	ENSG00000114742
WDR5	ENSG00000196363
WDR59	ENSG00000103091
WDR61	ENSG00000140395
WDR70	ENSG00000082068
WDR74	ENSG00000133316
WDR82	ENSG00000164091
WDTC1	ENSG00000142784
WEE1	ENSG00000166483
WHAMM	ENSG00000156232
WHSC1	ENSG00000109685
WHSC1L1	ENSG00000147548
WIBG	ENSG00000170473
WIPI2	ENSG00000157954
WNK1	ENSG00000060237
WNK2	ENSG00000165238
WNK3	ENSG00000196632
WNT10A	ENSG00000135925
WNT10B	ENSG00000169884
WNT2B	ENSG00000134245
WNT3	ENSG00000108379
WNT3A	ENSG00000154342
WNT4	ENSG00000162552
WNT5A	ENSG00000114251
WNT5B	ENSG00000111186
WNT6	ENSG00000115596
WNT7A	ENSG00000154764
WNT7B	ENSG00000188064
WNT8B	ENSG00000075290
WSB2	ENSG00000176871
WTAP	ENSG00000146457
WWP1	ENSG00000123124
XK	ENSG00000047597
XKR3	ENSG00000172967
XKR4	ENSG00000206579
XKR6	ENSG00000171044
XPNPEP1	ENSG00000108039
XPO1	ENSG00000082898
XPO4	ENSG00000132953
XPO5	ENSG00000124571
XPO6	ENSG00000169180
XPO7	ENSG00000130227
XPR1	ENSG00000143324
XRCC5	ENSG00000079246
XRCC6	ENSG00000196419
XRN2	ENSG00000088930
YAF2	ENSG00000015153
YAP1	ENSG00000137693
YBX1	ENSG00000065978
YBX2	ENSG00000006047
YBX3	ENSG00000060138
YDJC	ENSG00000161179
YEATS4	ENSG00000127337
YLPM1	ENSG00000119596
YME1L1	ENSG00000136758
YPEL1	ENSG00000100027
YPEL2	ENSG00000175155
YPEL3	ENSG00000090238
YPEL4	ENSG00000166793
YPEL5	ENSG00000119801
YTHDC1	ENSG00000083896
YTHDF2	ENSG00000198492
YTHDF3	ENSG00000185728
YWHAB	ENSG00000166913
YWHAE	ENSG00000108953
YWHAG	ENSG00000170027
YWHAH	ENSG00000128245
YWHAQ	ENSG00000134308
YWHAZ	ENSG00000164924
YY1	ENSG00000100811
YY1AP1	ENSG00000163374
ZAP70	ENSG00000115085
ZAR1	ENSG00000182223
ZBTB1	ENSG00000126804
ZBTB10	ENSG00000205189
ZBTB11	ENSG00000066422
ZBTB12	ENSG00000204366
ZBTB14	ENSG00000198081
ZBTB16	ENSG00000109906
ZBTB17	ENSG00000116809
ZBTB18	ENSG00000179456
ZBTB2	ENSG00000181472
ZBTB20	ENSG00000181722
ZBTB22	ENSG00000236104
ZBTB26	ENSG00000171448
ZBTB32	ENSG00000011590
ZBTB34	ENSG00000177125
ZBTB41	ENSG00000177888
ZBTB43	ENSG00000169155
ZBTB45	ENSG00000119574
ZBTB46	ENSG00000130584
ZBTB47	ENSG00000114853
ZBTB7B	ENSG00000160685
ZC3H10	ENSG00000135482
ZC3H11A	ENSG00000058673
ZC3H12D	ENSG00000178199
ZC3H14	ENSG00000100722
ZC3H18	ENSG00000158545
ZC3H7A	ENSG00000122299
ZC3H7B	ENSG00000100403
ZC3HAV1	ENSG00000105939
ZC3HAV1L	ENSG00000146858
ZC4H2	ENSG00000126970
ZCCHC11	ENSG00000134744
ZCCHC24	ENSG00000165424
ZCCHC6	ENSG00000083223
ZDHHC1	ENSG00000159714
ZDHHC11	ENSG00000188818
ZDHHC11B	ENSG00000206077
ZDHHC14	ENSG00000175048
ZDHHC18	ENSG00000204160
ZDHHC20	ENSG00000180776
ZDHHC24	ENSG00000174165
ZDHHC5	ENSG00000156599
ZDHHC8	ENSG00000099904
ZDHHC9	ENSG00000188706
ZEB1	ENSG00000148516
ZEB2	ENSG00000169554
ZER1	ENSG00000160445
ZFAND3	ENSG00000156639
ZFAND5	ENSG00000107372
ZFAND6	ENSG00000086666
ZFP36L1	ENSG00000185650
ZFP64	ENSG00000020256
ZFP91	ENSG00000186660
ZFP92	ENSG00000189420
ZFPM1	ENSG00000179588
ZFR	ENSG00000056097
ZFX	ENSG00000005889
ZFYVE1	ENSG00000165861
ZFYVE28	ENSG00000159733
ZFYVE9	ENSG00000157077
ZIC3	ENSG00000156925
ZKSCAN3	ENSG00000189298
ZKSCAN4	ENSG00000187626
ZMAT2	ENSG00000146007
ZMAT4	ENSG00000165061
ZMIZ1	ENSG00000108175
ZMYM2	ENSG00000121741
ZMYM3	ENSG00000147130
ZMYM4	ENSG00000146463
ZMYND11	ENSG00000015171
ZMYND19	ENSG00000165724
ZMYND8	ENSG00000101040
ZNF12	ENSG00000164631
ZNF131	ENSG00000172262
ZNF146	ENSG00000167635
ZNF148	ENSG00000163848
ZNF202	ENSG00000166261
ZNF205	ENSG00000122386
ZNF207	ENSG00000010244
ZNF213	ENSG00000085644
ZNF219	ENSG00000165804
ZNF236	ENSG00000130856
ZNF280C	ENSG00000056277
ZNF280D	ENSG00000137871
ZNF282	ENSG00000170265
ZNF286B	ENSG00000249459
ZNF296	ENSG00000170684
ZNF319	ENSG00000166188
ZNF320	ENSG00000182986
ZNF324	ENSG00000083812
ZNF324B	ENSG00000249471
ZNF331	ENSG00000130844
ZNF346	ENSG00000113761
ZNF362	ENSG00000160094
ZNF366	ENSG00000178175
ZNF367	ENSG00000165244
ZNF384	ENSG00000126746
ZNF385A	ENSG00000161642
ZNF407	ENSG00000215421
ZNF423	ENSG00000102935
ZNF443	ENSG00000180855
ZNF444	ENSG00000167685
ZNF449	ENSG00000173275
ZNF460	ENSG00000197714
ZNF462	ENSG00000148143
ZNF479	ENSG00000185177
ZNF492	ENSG00000229676
ZNF503	ENSG00000165655
ZNF516	ENSG00000101493
ZNF521	ENSG00000198795
ZNF525	ENSG00000203326
ZNF532	ENSG00000074657
ZNF536	ENSG00000198597
ZNF552	ENSG00000178935
ZNF576	ENSG00000124444
ZNF581	ENSG00000171425
ZNF585A	ENSG00000196967
ZNF587	ENSG00000198466
ZNF593	ENSG00000142684
ZNF598	ENSG00000167962
ZNF608	ENSG00000168916
ZNF629	ENSG00000102870
ZNF653	ENSG00000161914
ZNF664	ENSG00000179195
ZNF668	ENSG00000167394
ZNF672	ENSG00000171161
ZNF689	ENSG00000156853
ZNF697	ENSG00000143067
ZNF701	ENSG00000167562
ZNF704	ENSG00000164684
ZNF705A	ENSG00000196946
ZNF710	ENSG00000140548
ZNF746	ENSG00000181220
ZNF768	ENSG00000169957
ZNF771	ENSG00000179965
ZNF775	ENSG00000196456
ZNF777	ENSG00000196453
ZNF787	ENSG00000142409
ZNF813	ENSG00000198346
ZNF821	ENSG00000102984
ZNF827	ENSG00000151612
ZNF837	ENSG00000152475
ZNF98	ENSG00000197360
ZNRF1	ENSG00000186187
ZNRF2	ENSG00000180233
ZP3	ENSG00000188372
ZRANB1	ENSG00000019995
ZRANB2	ENSG00000132485
ZSCAN10	ENSG00000130182
ZSCAN18	ENSG00000121413
ZSCAN5A	ENSG00000131848
ZSWIM4	ENSG00000132003
ZSWIM5	ENSG00000162415
ZSWIM8	ENSG00000214655
ZXDA	ENSG00000198205
ZXDB	ENSG00000198455
ZXDC	ENSG00000070476
ZYG11B	ENSG00000162378
